,Groundtruth,Predict
0,7.37999963760376,3.1420129389299976
1,10.440000534057615,2.5250485594873573
2,18.549999237060547,2.1062366578054466
3,8.09999942779541,2.7821264506521044
4,8.90999984741211,3.088341281188362
5,7.579999923706055,3.2697005896710505
6,3.68999981880188,1.894142401633864
7,4.87999963760376,1.49602851705519
8,3.609999895095825,2.9270842961731867
9,5.869999885559082,4.441257145785396
10,4.789999961853027,6.53399867515463
11,3.5099997520446777,7.290797858768202
12,3.039999961853028,8.147431122310353
13,6.71999979019165,7.724462927316458
14,5.259999752044678,7.714279661788195
15,8.59999942779541,6.951676323161892
16,8.969999313354492,4.528373326792856
17,6.739999771118164,3.374880939071345
18,12.049999237060549,2.646650079892559
19,4.579999923706055,2.3014902305165936
20,6.730000019073486,2.2264096041352346
21,5.819999694824219,2.857380458836236
22,4.429999828338623,3.4682826737200823
23,5.289999961853027,4.901756939105479
24,3.5199997425079346,5.779204457124118
25,4.109999656677246,6.684280702365497
26,4.009999752044678,6.021619290064102
27,8.0,4.383636237370928
28,9.760000228881836,2.508008587505102
29,5.519999980926514,1.7978914388548362
30,5.659999847412109,1.469993576895004
31,4.239999771118164,1.874043806797546
32,8.09000015258789,2.0300777746101484
33,8.039999961853027,2.782719231290612
34,12.59000015258789,3.324836299640049
35,20.84000015258789,2.485382926802368
36,23.33100128173828,4.120244814773925
37,21.420000076293945,5.833125859583832
38,5.800000190734863,4.243918583540887
39,6.260000228881836,2.9115768932253885
40,8.639999389648438,1.7916200239471043
41,14.260000228881836,2.556740537705661
42,7.2099995613098145,4.205176451418952
43,18.13999938964844,3.211422093405959
44,21.18000030517578,4.008834976277168
45,5.25,3.3968108235274515
46,3.0699996948242188,1.4496171759703798
47,4.709999561309815,1.6026560483845953
48,7.179999351501465,1.8159549875790937
49,10.539999961853027,2.871212404784199
50,15.179999351501465,1.963219416328496
51,8.4399995803833,1.580109514361847
52,8.729999542236328,1.58545828445405
53,12.5,1.97045487306412
54,11.050000190734863,1.7601494763658807
55,7.089999675750732,1.4165559681468074
56,5.559999465942383,2.1247834007593034
57,6.949999809265137,1.9569932396982683
58,5.110000133514404,2.2922270341013595
59,13.359999656677246,1.899754612710838
60,22.18000030517578,2.8000075530144244
61,19.5,4.660114929522935
62,18.1200008392334,4.946402338422831
63,14.15999984741211,5.830357558411347
64,12.109999656677246,6.085903919045212
65,17.299999237060547,6.477795143299813
66,7.229999542236328,5.499441992272111
67,13.489999771118164,4.655853630099444
68,17.46000099182129,5.02176151676333
69,6.909999847412109,4.257092548337694
70,6.140000343322754,2.752674172430896
71,7.369999408721924,1.816217093105408
72,11.260000228881836,1.119696112750861
73,22.100000381469727,1.493411254367713
74,16.559999465942383,2.672962289562085
75,14.869999885559082,3.214312295316226
76,22.810001373291016,3.975859853489581
77,23.33100128173828,5.523621955123907
78,22.89000129699707,6.741388950172444
79,10.100000381469728,5.673370169335359
80,4.769999980926514,3.679243775412187
81,5.62000036239624,2.0237234523974497
82,3.140000104904175,3.8923496121907584
83,5.019999980926514,6.875184515139218
84,4.529999732971191,7.586808518855842
85,5.760000228881836,7.095523316276943
86,3.7300000190734863,6.6271227036152816
87,3.779999732971192,5.968300960466262
88,3.490000009536743,6.4052053145985575
89,4.299999713897705,6.938828594364482
90,12.420000076293944,5.568180572600603
91,23.33100128173828,2.7167243306750763
92,7.759999752044678,2.1531803631707382
93,5.990000247955322,1.5674476294018078
94,7.449999809265137,1.3797544715062486
95,6.980000019073486,1.0861837413596422
96,6.730000019073486,1.3559113456280405
97,5.229999542236328,1.6582709616022258
98,5.849999904632568,1.877095224939573
99,11.729999542236328,1.9645036575783472
100,7.889999389648437,1.9070929444693183
101,11.6899995803833,3.1101073606210825
102,8.15999984741211,3.7621167661883153
103,10.699999809265137,4.227627689543405
104,19.880001068115234,4.671271840827456
