,Groundtruth,Predict
0,9.220000267028809,5.221158727618669
1,9.529999732971191,7.107720773466264
2,4.210000038146973,2.9219460488057365
3,4.670000076293945,3.865268983153145
4,3.799999952316284,2.8010978695011923
5,4.569999694824219,3.279950659031779
6,8.960000038146973,5.565165846780047
7,5.360000133514404,3.731127614362523
8,7.670000076293945,3.782842490863457
9,5.760000228881836,3.780594298189711
10,4.989999771118164,3.3980082250173633
11,14.769999504089355,7.615705716521497
12,10.309999465942383,8.019459039354272
13,10.069999694824219,6.547151856954208
14,23.33100128173828,11.72990747592172
15,23.33100128173828,11.991331572709155
16,11.00999927520752,7.656115885243293
17,6.490000247955322,4.010162195973875
18,7.130000114440918,4.4536103449179345
19,8.15999984741211,5.178217420723017
20,7.339999675750732,4.280288404375771
21,4.549999713897705,2.754341811509774
22,5.289999961853027,2.8409633365668787
23,5.069999694824219,3.3434104815937786
24,6.169999599456787,3.230179822230607
25,5.009999752044678,2.9765455508551346
26,5.889999866485596,3.648709707632761
27,6.71999979019165,3.7363826609452064
28,5.099999904632568,3.1779519714190942
29,5.279999732971191,3.4589989801822183
30,5.920000076293945,3.8659341219986474
31,4.5199995040893555,3.227983159012535
32,3.5099997520446777,2.6038332621607387
33,4.909999847412109,2.7795647152829948
34,5.9800004959106445,3.3644130091990805
35,5.039999485015869,3.3399235926545936
36,7.689999580383301,4.438559940100684
37,9.619999885559082,7.672440134079313
38,11.610000610351562,6.764598509521717
39,16.959999084472656,9.772156602218207
40,12.510000228881836,8.30028716555897
41,6.949999809265137,6.078843772088388
42,7.659999847412109,7.525455076350199
43,4.75,3.5648182056898
44,9.069999694824219,5.57442077158596
45,5.12999963760376,3.9661971630509543
46,5.730000019073486,3.466653667812283
47,7.139999866485596,3.893652630632314
48,5.640000343322754,3.7775671512700097
49,7.389999866485596,5.350071279544712
50,6.359999656677246,10.318025067690927
51,9.65999984741211,8.226814320375617
52,15.34000015258789,8.651396935415926
53,21.34000015258789,11.807766943868447
54,9.789999961853027,4.395462929150471
55,10.460000038146973,5.663797968643687
56,5.399999618530273,3.6126264485121946
57,5.740000247955322,3.473364777572883
58,5.509999752044678,3.5340976448729697
59,7.589999675750732,4.807184704201421
60,8.470000267028809,7.491465011411047
61,6.099999904632568,4.2046409585706614
62,6.859999656677246,5.322232638384038
63,10.129999160766602,6.673994572541534
64,5.449999809265137,4.4172775074180795
65,8.579999923706055,10.350152965187622
66,23.33100128173828,12.084845734329635
67,23.33100128173828,12.193253200674901
68,23.33100128173828,12.408572794501215
69,16.0,9.968726960593052
70,16.690000534057617,10.64601036016343
71,12.180000305175781,8.139730244645275
72,23.33100128173828,12.105364872964646
73,23.33100128173828,11.654600719801255
74,14.289999961853027,5.391285053780384
75,23.33100128173828,7.449735378547786
76,23.33100128173828,11.600880342173621
77,20.829999923706055,11.972274895113387
78,19.40999984741211,12.330317298980008
79,5.9800004959106445,4.53942550040383
80,9.309999465942383,5.101363301368224
81,5.579999923706055,3.6397847221256887
82,5.049999713897705,2.88819402770819
83,4.559999942779541,2.665221756228792
84,4.949999809265137,3.14784378059507
85,5.679999828338623,3.698430412745064
86,8.529999732971191,6.617357790888585
87,6.579999923706055,5.210791487428128
88,7.549999713897705,5.87734694885472
89,23.33100128173828,9.981312205261336
90,21.520000457763672,6.380277463184478
91,10.100000381469727,7.350334681268191
92,5.880000114440918,3.860900301928105
93,6.539999961853027,4.074436151993137
94,6.980000019073486,4.703616076350768
95,6.409999847412109,3.897943190824298
96,7.96999979019165,4.641820003847885
97,20.43000030517578,10.348075779715494
98,17.649999618530273,9.803179598890198
99,17.53999900817871,10.055246324721976
100,20.149999618530273,8.451150739327808
101,9.630000114440918,6.313893968327858
102,5.399999618530273,4.149054027475141
103,5.800000190734863,4.1257582548546
104,6.090000152587891,4.384046801308517
105,14.579999923706055,7.092375237975038
106,9.479999542236328,5.744995740107377
107,7.339999675750732,7.330491944143133
108,8.199999809265137,5.671297485936573
109,7.799999713897705,4.463223052338565
110,4.559999942779541,3.1013531007773
111,4.96999979019165,3.8500740709605568
112,4.409999847412109,2.743180200720395
113,4.860000133514404,3.385863835343249
114,5.810000419616699,3.5498138764963287
115,5.089999675750732,3.1247171952890413
116,5.46999979019165,3.4348865246148668
117,5.419999599456787,3.974529812514621
118,6.169999599456787,3.7640609093766253
119,5.349999904632568,3.6646594400074997
120,6.8299994468688965,4.455628571367912
121,15.549999237060547,7.3218339356014726
122,16.940000534057617,8.508145738031528
123,19.170000076293945,10.600964084848714
124,13.069999694824219,7.623381493369873
125,10.489999771118164,6.811148621721136
126,14.980000495910645,6.9122410387933195
127,13.529999732971191,8.337722512530519
128,16.85999870300293,10.738917643849064
129,15.239999771118164,7.186487670425839
130,8.800000190734863,3.8445513609842883
131,5.669999599456787,4.232231414392462
132,8.649999618530273,4.579159060143948
133,8.6899995803833,5.434206057486251
134,4.590000152587891,3.6232663692291465
135,5.829999923706055,3.297589390631094
136,5.9800004959106445,3.630332708476706
137,5.279999732971191,2.813865657306963
138,4.299999713897705,3.558162646118885
139,4.189999580383301,3.236154103188474
140,5.289999961853027,3.604309102479767
141,7.809999942779541,4.102465826252582
142,12.659998893737793,5.856384986837402
143,16.5,8.805257370506084
144,23.33100128173828,11.02175579327439
145,17.43000030517578,7.529261191392103
146,9.25999927520752,6.2440809684694365
147,5.149999618530273,3.9436551076362156
148,7.139999866485596,5.543227126250485
149,7.069999694824219,4.55305052471678
150,13.940000534057617,5.803051456901295
151,22.100000381469727,11.445960333141501
152,23.33100128173828,8.746030701149898
153,15.529999732971191,5.1293039827587235
154,14.529999732971191,9.145707675152579
155,10.869999885559082,8.261505344696918
156,23.33100128173828,8.807654536012667
157,13.880000114440918,4.919242993778648
158,9.819999694824219,4.789038763708528
159,5.479999542236328,3.3895124174503777
160,5.339999675750732,2.9252441961979323
161,3.5999999046325684,2.6992786774546653
162,6.649999618530273,2.6834622382313693
163,7.599999904632568,5.517994465753606
164,4.649999618530273,5.009245352215577
165,6.619999885559082,3.8173563791992486
166,4.819999694824219,3.7907644042892295
167,4.779999732971191,2.5695071664567255
168,4.769999980926514,3.161841777827167
169,7.559999465942383,5.91865058464753
170,5.25,4.59207019818117
171,4.71999979019165,3.2512952793686565
172,5.5,3.4514581371974775
173,5.449999809265137,3.209866952147221
174,5.550000190734863,3.666800339884566
175,5.21999979019165,3.8901424790029013
176,4.559999942779541,2.9510069813037574
177,4.37999963760376,2.4876664696838544
178,5.059999942779541,3.1871302427913815
179,3.9699997901916504,2.646623177983605
180,5.309999942779541,3.0698706395875366
181,6.130000114440918,3.3842838353924325
182,3.3499999046325684,2.3468353882243016
183,4.809999942779541,3.031253471378907
184,4.46999979019165,3.0096333619749918
185,4.480000019073486,2.828567798806436
186,4.989999771118164,3.3409446482403875
187,6.71999979019165,3.4820359208932734
