,Groundtruth,Predict
0,4.480000019,5.438613892
1,3.750000238,5.250603676
2,3.360000372,4.816096306
3,3.569999933,5.111920357
4,2.769999981,11.24405384
5,6.239999771,12.73204994
6,13.66999912,9.067122459
7,12.30000019,18.62432861
8,12.55000019,18.35850334
9,16.43000221,10.63580704
10,4.720000267,6.673845291
11,6.230000496,7.966529846
12,4.420000076,6.992710114
13,5.710000038,6.453420639
14,1.829999685,4.625437737
15,1.650000215,4.571118355
16,2.230000019,5.351051331
17,3.170000315,5.523964882
18,2.560000181,4.93558979
19,1.620000005,6.245607376
20,3.850000143,6.312660217
21,2.96999979,5.737388611
22,2.560000181,5.430264473
23,2.429999828,5.771542549
24,2.270000219,4.582005501
25,1.919999838,4.770485878
26,2.660000086,4.87223053
27,2.049999952,5.516499519
28,3.120000362,5.732193947
29,2.679999828,6.090654373
30,3.370000124,10.22505379
31,10.15000057,8.898420334
32,9.469999313,11.60831738
33,1.890000224,9.874647141
34,1.819999933,6.033018112
35,5.550000191,9.035256386
36,3.07000041,4.674023628
37,5.140000343,8.018397331
38,3.049999952,6.678808212
39,2.500000477,5.456954956
40,1.810000062,5.858072281
41,3.439999819,5.608317375
42,3.080000162,8.543457985
43,3.360000372,15.46740246
44,3.519999981,12.84236908
45,10.39000034,12.22665215
46,14.79999924,14.84247208
47,3.03000021,4.59691906
48,5.769999504,6.532588959
49,1.6899997,5.026399612
50,2.930000305,5.229624748
51,4.090000153,5.269778252
52,8.850000381,6.764990807
53,4.819999695,9.770021439
54,2.589999676,6.65746212
55,2.569999933,7.085313797
56,4.970000267,10.04586697
57,4.400000572,4.861715317
58,4.5,17.57663727
59,23.33100128,18.99864769
60,20.87000084,18.69362831
61,13.26000023,18.74938583
62,8.930000305,14.27080727
63,4.630000114,16.43268204
64,4.640000343,11.20610905
65,6.490000725,18.62172699
66,2.869999886,14.79334831
67,6,6.797241211
68,10.2699995,8.771935463
69,6.840000153,18.45174217
70,3.500000238,18.87440491
71,8.449999809,19.30865669
72,4.550000191,7.753446579
73,4.850000381,8.117314339
74,4.329999924,5.450283051
75,3.360000372,5.035260201
76,3.640000343,4.83080864
77,3.510000229,4.914024353
78,4.81000042,5.773551941
79,5.840000153,10.06463242
80,5.160000801,9.172223091
81,4.079999924,9.31833744
82,18.50000191,13.81982899
83,5.640000343,8.04118824
84,3.679999828,10.28418446
85,3.579999924,6.660956383
86,2.150000095,6.393373489
87,4.550000191,7.348797798
88,4.299999714,5.993875504
89,4.720000267,8.027133942
90,13.90999985,16.07512665
91,6.609999657,14.02282143
92,8.369999886,17.47448158
93,4.970000267,13.89257145
94,5.230000496,7.575725555
95,2.940000296,6.511241913
96,3.330000162,7.912881851
97,2.9599998,6.94270134
98,3.679999828,9.166153908
99,17.3900013,7.155295372
100,11.95999908,10.95165539
101,3.130000114,6.964694977
102,2.199999809,5.200823784
103,2.710000038,4.793656349
104,2.679999828,5.373960495
105,2.370000124,5.071746826
106,2.679999828,5.662248611
107,2.900000095,5.723132133
108,3.03000021,5.178858757
109,4.120000362,5.530035973
110,3.610000134,6.040441513
111,3.420000076,5.693712234
112,4.579999924,6.413732529
113,4.960000038,7.716370583
114,8.970000267,11.31317234
115,21.36000252,13.85164261
116,21.8200016,16.84594536
117,18.87000084,11.88953114
118,11.48999977,10.39051342
119,14.32999992,11.02848625
120,13.78000069,12.55992794
121,11.7300005,16.94969177
122,3.720000029,9.520828247
123,2.429999828,5.53420639
124,3.130000114,6.920767784
125,2.859999895,7.083826065
126,5.640000343,8.541956902
127,2.819999933,5.947499275
128,3.059999943,5.749212265
129,3.049999952,5.782355309
130,2.120000362,4.743519783
131,2.589999676,5.296815872
132,2.660000086,4.696315765
133,2.039999962,5.038791656
134,2.2099998,5.640341759
135,2.890000105,8.021528244
136,9.380000114,13.3261528
137,6.989999771,13.92167664
138,7.56000042,9.02824688
139,5.520000458,6.580886841
140,3.7900002,5.029122353
141,3.519999981,6.985945702
142,2.800000191,6.08206749
143,5.010000229,7.684365273
144,10.06000042,16.60819626
145,6.650000572,11.81599522
146,8.519999504,6.803938866
147,11.63000011,12.16465282
148,8.210000038,10.92843342
149,10.10000038,9.872737885
150,10.75,7.129951477
151,4.800000191,6.960688591
152,7.340000153,5.517861366
153,2.410000324,5.173169136
154,4.059999466,4.958118439
155,2.990000248,4.780816078
156,3.080000162,7.313058853
157,2.069999695,6.725578308
158,3.660000086,5.503952026
159,5.529999733,5.301404953
160,2.930000305,4.210788727
161,3.650000334,5.20886898
162,2.589999676,7.489417076
163,3.769999981,5.625745773
164,4.070000648,4.609609604
165,3.660000086,4.633342743
166,3.0400002,4.58476162
167,4.740000725,5.053294182
168,3.930000305,5.365908623
169,2.470000267,4.727801323
170,3.339999914,4.334266186
