,ground_truth,prediction
0,6.850000381469727,4.707873344421387
1,6.239999771118164,5.442496299743652
2,5.199999809265137,4.494327545166016
3,3.56000018119812,5.048225402832031
4,2.299999713897705,9.153202056884766
5,2.7400002479553223,10.080371856689453
6,12.809999465942383,9.243912696838379
7,18.750001907348633,16.67755126953125
8,19.690000534057617,16.582538604736328
9,20.530000686645508,10.853675842285156
10,9.020000457763672,5.655406951904297
11,10.559999465942383,7.012415885925293
12,10.480000495910645,6.730356216430664
13,9.3100004196167,6.535469055175781
14,4.039999961853027,3.9968273639678955
15,3.0099997520446777,4.226221084594727
16,4.310000419616699,4.668210983276367
17,3.940000057220459,5.123642921447754
18,2.9300003051757812,4.082176685333252
19,4.569999694824219,4.78602409362793
20,5.3600006103515625,5.509783744812012
21,3.4800000190734863,4.4941020011901855
22,3.9900002479553223,4.585898399353027
23,4.780000686645508,4.916348457336426
24,5.670000076293945,4.245481014251709
25,5.859999656677246,3.8454689979553223
26,3.5899996757507324,3.457991600036621
27,3.370000123977661,3.808088541030884
28,4.690000534057617,4.134035110473633
29,4.369999885559082,5.409920692443848
30,9.979999542236328,7.882555961608887
31,16.80000114440918,7.497281074523926
32,15.320000648498535,8.305054664611816
33,8.319999694824219,7.61221981048584
34,1.8500001430511475,6.140091896057129
35,4.40000057220459,7.910942077636719
36,10.449999809265137,4.783924102783203
37,8.260000228881836,6.761234283447266
38,11.480000495910645,5.634377479553223
39,3.2799999713897705,5.133573532104492
40,4.190000057220459,5.588659286499023
41,4.210000038146973,5.290911674499512
42,5.279999732971191,6.807331085205078
43,8.050000190734863,9.815492630004883
44,6.560000419616699,8.700980186462402
45,19.28000259399414,10.494138717651367
46,13.690000534057617,13.520186424255371
47,1.6899996995925903,6.227573394775391
48,2.9300003051757812,7.245182991027832
49,7.109999656677246,4.635443687438965
50,4.380000114440918,4.259759902954102
51,6.180000305175781,5.4024810791015625
52,4.109999656677246,5.58237361907959
53,12.059999465942383,7.449542045593262
54,4.020000457763672,5.541711807250977
55,3.2099997997283936,6.119134902954102
56,11.980000495910645,7.777860641479492
57,9.75999927520752,5.267608642578125
58,23.33100128173828,14.67616081237793
59,23.33100128173828,14.741449356079102
60,23.33100128173828,14.308016777038574
61,16.700000762939453,15.057863235473633
62,13.720000267028809,14.21334457397461
63,7.90000057220459,17.03853988647461
64,10.510000228881836,10.917194366455078
65,14.370000839233398,16.30171775817871
66,3.919999837875366,14.971909523010254
67,4.75,6.704957008361816
68,4.579999923706055,8.093029022216797
69,11.84000015258789,12.585172653198242
70,9.859999656677246,12.763906478881836
71,14.109999656677246,13.8502836227417
72,15.140000343322754,5.922028541564941
73,7.710000991821289,6.645880699157715
74,10.119999885559082,4.563992500305176
75,4.289999961853027,4.2289323806762695
76,3.320000171661377,3.3557546138763428
77,6.220000267028809,4.268138885498047
78,6.75,5.450929641723633
79,10.25,8.091681480407715
80,8.84000015258789,7.297106742858887
81,15.890000343322754,8.545950889587402
82,17.160001754760742,12.078859329223633
83,10.65999984741211,7.938425064086914
84,11.300000190734863,7.630478858947754
85,6.630000114440918,5.137546539306641
86,4.819999694824219,5.20028018951416
87,9.5,6.422307968139648
88,12.860000610351562,5.273889541625977
89,9.430000305175781,6.454402923583984
90,23.33100128173828,13.573497772216797
91,13.440000534057617,10.604989051818848
92,18.69000244140625,11.71353816986084
93,21.590002059936523,10.2528715133667
94,6.380001068115234,6.799107551574707
95,2.5899996757507324,5.771317481994629
96,5.220000267028809,6.454767227172852
97,6.880000114440918,6.319864273071289
98,4.899999618530273,7.768303871154785
99,3.7200000286102295,6.63569450378418
100,2.8299996852874756,9.012725830078125
101,4.789999961853027,6.575625419616699
102,2.2099997997283936,5.022100448608398
103,2.049999952316284,4.05610466003418
104,4.609999656677246,4.393714904785156
105,2.9800002574920654,3.9040005207061768
106,2.7900002002716064,5.111045837402344
107,5.5,4.899087905883789
108,4.289999961853027,4.254687309265137
109,7.079999923706055,4.876182556152344
110,7.460000038146973,5.256004333496094
111,7.079999923706055,5.393716812133789
112,6.319999694824219,5.736360549926758
113,11.40999984741211,6.786925315856934
114,15.170000076293945,9.657256126403809
115,23.33100128173828,10.47052001953125
116,21.71000099182129,14.494714736938477
117,17.96000099182129,12.173310279846191
118,11.089999198913574,10.561436653137207
119,21.46000099182129,10.636038780212402
120,23.33100128173828,11.188867568969727
121,17.580001831054688,13.239324569702148
122,6.630000114440918,7.7793474197387695
123,2.7799997329711914,4.405067443847656
124,2.1800003051757812,5.5531005859375
125,13.069999694824219,5.807033538818359
126,16.280000686645508,6.838557243347168
127,6.319999694824219,4.573451042175293
128,9.050000190734863,4.806902885437012
129,4.949999809265137,5.359594345092773
130,5.149999618530273,4.295472145080566
131,6.380001068115234,4.5743560791015625
132,3.919999837875366,4.0384979248046875
133,3.3600003719329834,4.624344825744629
134,2.7200000286102295,4.932683944702148
135,6.989999771118164,6.785286903381348
136,3.890000104904175,10.47895336151123
137,6.630000114440918,11.724183082580566
138,9.819999694824219,8.09405517578125
139,5.760000228881836,6.614384651184082
140,7.470000267028809,4.810224533081055
141,8.280000686645508,6.655828475952148
142,4.5,5.465785026550293
143,6.430000305175781,6.882892608642578
144,12.480000495910645,13.989876747131348
145,4.9800004959106445,10.359206199645996
146,3.859999895095825,6.42069149017334
147,3.890000104904175,11.168827056884766
148,5.7699995040893555,10.147436141967773
149,4.03000020980835,9.168267250061035
150,5.840000152587891,6.996114730834961
151,7.369999885559082,6.511490821838379
152,13.390000343322754,4.938370704650879
153,10.979999542236328,4.325870513916016
154,9.25,4.319864273071289
155,5.670000076293945,4.170500755310059
156,4.550000190734863,6.5504655838012695
157,3.330000162124634,6.222312927246094
158,4.780000686645508,5.129294395446777
159,5.970000267028809,5.398078918457031
160,3.249999761581421,4.344352722167969
161,7.300000190734863,5.146762847900391
162,9.329999923706055,7.382624626159668
163,7.720000267028809,6.447220802307129
164,4.439999580383301,4.952095985412598
165,7.270000457763672,4.697449684143066
166,6.160000801086426,4.573802947998047
167,4.539999961853027,5.523990631103516
168,8.010000228881836,5.411321640014648
169,4.909999847412109,4.28399658203125
170,3.9599997997283936,4.053215503692627
171,4.270000457763672,4.982743263244629
172,3.569999933242798,4.119250297546387
173,3.940000057220459,4.898354530334473
174,4.070000648498535,4.963054656982422
175,3.2899999618530273,3.483228921890259
176,5.180000305175781,4.545820236206055
177,5.4900007247924805,5.037420272827148
178,4.159999847412109,4.3688645362854
179,4.9800004959106445,4.72853946685791
180,5.079999923706055,4.915766716003418
181,3.1200003623962402,4.194879531860352
182,5.0,3.6703805923461914
183,4.989999771118164,3.722071886062622
184,3.7200000286102295,3.5959062576293945
185,4.519999980926514,4.619803428649902
186,3.569999933242798,4.608532905578613
187,4.070000648498535,4.493468761444092
188,7.0199995040893555,5.829516410827637
189,13.75999927520752,6.091951370239258
190,14.770000457763672,6.468433380126953
191,7.039999961853027,4.419336795806885
192,5.340000152587891,5.607073783874512
193,3.1599998474121094,5.586181640625
194,6.329999923706055,4.843997001647949
195,3.890000104904175,4.42181396484375
196,4.7400007247924805,4.35066032409668
197,3.4700000286102295,4.1211676597595215
198,4.909999847412109,4.300309181213379
199,4.850000381469727,4.141231536865234
200,3.43999981880188,4.0207600593566895
201,3.080000162124634,4.085703372955322
202,4.25,3.834195852279663
203,4.529999732971191,4.26263427734375
204,3.640000343322754,4.275021553039551
205,2.9900002479553223,4.1344194412231445
206,4.480000019073486,4.744453430175781
207,5.030000686645508,4.268011093139648
208,3.819999933242798,5.136420249938965
209,3.6500003337860107,4.333647727966309
210,2.869999885559082,4.022695541381836
211,2.9800002574920654,3.4564192295074463
