,groundtruth,predict
0,6.27,6.497587411374832
1,5.04,4.611570909325526
2,4.81,3.2058630833380577
3,5.15,5.171724974509565
4,6.99,7.743592756281583
5,8.29,12.001476122801362
6,6.22,4.995174112640386
7,5.27,5.3169198044855905
8,4.11,4.820628685997141
9,5.81,2.70177206855133
10,7.42,4.312723617811438
11,5.43,5.481598078774006
12,9.68,4.783208312555401
13,6.83,4.2013811102949745
14,5.07,5.295063962352871
15,12.98,9.238054143401571
16,7.6,12.181699781091602
17,4.4,14.339795166312616
18,12.7,17.865205982379766
19,13.38,17.160971477290403
20,8.56,13.712397962040193
21,7.51,5.763826726180395
22,7.86,7.339773951315371
23,9.2,6.153885805927142
24,7.7,6.971518524128808
25,5.24,2.7321633165297095
26,5.83,2.9127953744791757
27,10.12,3.6716089745861025
28,6.48,3.5089198963848434
29,5.71,3.227708747196467
30,7.66,4.301129521642473
31,7.82,4.631113305536537
32,6.26,4.007743810790032
33,5.82,4.26689399161918
34,7.52,4.772168694353995
35,5.35,3.6221064613119514
36,4.24,4.112081362694391
37,5.6,2.8127832215415722
38,6.27,3.5490385202614934
39,6.12,3.890588088811432
40,9.48,4.8033907393544695
41,8.55,8.891057762904948
42,6.02,9.839505870369457
43,9.33,9.285215402261253
44,15.75,6.644900344404258
45,5.97,3.541490968790678
46,7.63,5.403951215297326
47,4.81,5.620165373954879
48,9.53,6.696744286754006
49,9.01,5.953236971320964
50,6.89,4.188358453038504
51,7.89,4.248716337968922
52,6.88,4.765889439081126
53,8.96,6.587484944003885
54,11.95,10.566422562035987
55,12.7,10.836174011617887
56,10.84,13.3990832705738
57,20.6,11.979789288756937
58,11.11,6.240105091324134
59,12.47,5.839652174143425
60,6.67,4.210850667373869
61,6.29,4.005472917824056
62,6.09,5.284938797624267
63,7.82,5.360872088712747
64,8.38,6.479209352603949
65,6.05,5.727627816225293
66,8.29,5.470202043996209
67,10.6,9.547035349420876
68,4.78,4.6242172410166535
69,7.9,14.218719246905318
70,23.331,12.184424658098335
71,23.331,11.787453741145864
72,23.331,12.0729829604455
73,20.89,12.452941642433068
74,23.331,13.956475842951287
75,14.55,10.581981970125234
76,23.331,13.911837040607454
77,23.331,11.759410930997854
78,11.01,7.185939187537428
79,11.63,7.056811886155575
80,17.43,10.677863630122172
81,23.331,11.397560469978357
82,22.61,12.956432797840744
83,7.13,8.672815977973071
84,7.87,5.878094594317718
85,5.65,3.8724406794114445
86,4.34,3.4925198868041725
87,5.01,3.395839358976685
88,5.74,3.6183562075464573
89,6.07,5.276378661376574
90,6.65,7.842509586040459
91,6.33,6.9140146479344295
92,9.41,9.6103737862117
93,14.71,11.575940849445857
94,9.27,9.03782696422041
95,9.95,6.761377430946505
96,6.61,5.133036336078548
97,7.18,4.328967926621424
98,6.84,7.00122494307135
99,6.56,4.5321894400812015
100,6.63,7.675324644745517
101,10.96,15.58941190231018
102,11.58,9.28147469308451
103,10.31,9.599084767319393
104,9.0,10.333710593521916
105,8.81,4.803111516870335
106,6.01,5.35929767469988
107,5.74,5.576956399322353
108,8.12,6.06436429146729
109,8.75,5.1786833817736655
110,8.06,4.660102480905495
111,18.76,6.578545829846096
112,15.37,4.38381384010067
113,7.07,2.9734264440621017
114,5.29,3.042004402863495
115,5.96,4.454171339141439
116,5.06,3.9429395038260915
117,5.35,4.772145376845328
118,5.58,5.41709439467002
119,5.02,3.885480775401751
120,5.83,5.411986113856856
121,6.25,5.573218974106136
122,6.39,4.362372602092175
123,6.45,5.266825739638782
124,7.03,7.0209638328629405
125,12.71,8.011958652616567
126,11.26,11.781459593940559
127,15.45,13.819175788573078
128,12.49,15.035328571889899
129,7.54,13.364609667627036
130,6.85,12.531455534911798
131,9.7,9.612566020870965
132,16.66,12.483750825781035
133,16.64,6.357074384154721
134,8.79,2.780910445765132
135,5.84,4.736577653603835
136,9.67,5.954791359214197
137,7.77,8.018259271697866
138,5.13,3.5556261618741747
139,6.27,5.45295742047763
140,8.49,4.030238330217677
141,6.57,2.945528166594049
142,5.89,3.590382459564592
143,4.6,2.782747401773044
144,8.22,3.7323693316661974
145,7.34,3.8575571671245608
146,9.72,4.997274460916144
147,11.7,8.328440616032557
148,18.39,7.166687780858505
149,15.89,7.899207842323809
150,9.88,6.476457112594338
151,6.62,4.398664244564011
152,8.29,5.454999541349228
153,7.92,4.4421596392510265
154,12.24,6.290220238905009
155,17.92,9.616448439241447
156,23.28,6.755961754229856
157,17.08,5.220629267510976
158,14.39,5.7485293626553124
159,7.51,5.615645301153615
160,11.5,7.01892376392899
161,11.77,6.623780012669554
162,12.48,5.07465404154799
163,5.57,5.398407312584828
164,5.66,4.439115829414646
165,4.88,4.641627670445446
166,5.27,3.4270345242507037
167,6.93,4.80494141340163
168,4.88,5.804353476218484
169,6.4,5.0377025535969855
170,4.78,5.169760541252259
171,4.2,3.6558441783199793
172,5.86,4.908295928204651
173,9.46,4.668773579076328
174,4.42,3.8471662684684387
175,5.48,4.162352497479038
176,4.97,4.683091876640351
177,5.14,4.545375154735507
178,5.62,4.705781653486126
179,5.83,4.426818406044473
180,5.49,3.7921574147220363
181,4.67,3.6879556336363546
182,6.11,4.375159967365369
183,5.64,3.16445805098774
184,5.41,4.050089730849724
185,6.15,3.712258448236563
186,3.56,2.9358226188873635
